MakeDate,Month,Year,Housetype,Sales,Benchmark price,Open,High,Low,Close,Adj Close,Volume,Bank of Canada Target Overnight Rate,Births,Deaths,Immigrants,Emigrants,Returning emigrants,Net temporary emigration,Net interprovincial migration,Net intraprovincial migration,Net non-permanent residents
2019-07-01,7,2019,A,1243,653200,16515.2273615,16547.931906955,16470.886408091,16515.040838136,16515.040838136,168734668.181818,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2019-07-01,7,2019,T,473,770000,16515.2273615,16547.931906955,16470.886408091,16515.040838136,16515.040838136,168734668.181818,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2019-07-01,7,2019,D,841,1417000,16515.2273615,16547.931906955,16470.886408091,16515.040838136,16515.040838136,168734668.181818,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2016-09-01,9,2016,A,1218,510800,14630.290550524,14687.314174095,14577.657226619,14633.966703857,14633.966703857,208964919.047619,0.5,24077,15161,34750,9574,4942,3788,9095,-9928,-5230
2016-09-01,9,2016,T,369,676300,14630.290550524,14687.314174095,14577.657226619,14633.966703857,14633.966703857,208964919.047619,0.5,24077,15161,34750,9574,4942,3788,9095,-9928,-5230
2016-09-01,9,2016,D,666,1567500,14630.290550524,14687.314174095,14577.657226619,14633.966703857,14633.966703857,208964919.047619,0.5,24077,15161,34750,9574,4942,3788,9095,-9928,-5230
2019-04-01,4,2019,A,885,656900,16455.752325190,16492.314267095,16422.752464571,16470.400018619,16470.400018619,214245804.761905,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2019-04-01,4,2019,T,358,783300,16455.752325190,16492.314267095,16422.752464571,16470.400018619,16470.400018619,214245804.761905,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2019-04-01,4,2019,D,586,1437100,16455.752325190,16492.314267095,16422.752464571,16470.400018619,16470.400018619,214245804.761905,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2007-09-01,9,2007,A,1177,371718,13845.457956421,13916.668431263,13791.305304316,13863.926398053,13863.926398053,222450478.947368,4.5,22530,13455,32245,9838,4252,4302,3955,-5934,6098
2007-09-01,9,2007,T,500,452944,13845.457956421,13916.668431263,13791.305304316,13863.926398053,13863.926398053,222450478.947368,4.5,22530,13455,32245,9838,4252,4302,3955,-5934,6098
2007-09-01,9,2007,D,1099,737927,13845.457956421,13916.668431263,13791.305304316,13863.926398053,13863.926398053,222450478.947368,4.5,22530,13455,32245,9838,4252,4302,3955,-5934,6098
2022-02-01,2,2022,A,1854,807900,21212.436986,21330.615953842,21114.326069105,21232.373663737,21232.373663737,288395910.526316,0.25,,,,,,,,,
2022-02-01,2,2022,T,560,1090000,21212.436986,21330.615953842,21114.326069105,21232.373663737,21232.373663737,288395910.526316,0.25,,,,,,,,,
2022-02-01,2,2022,D,1010,2044800,21212.436986,21330.615953842,21114.326069105,21232.373663737,21232.373663737,288395910.526316,0.25,,,,,,,,,
2008-06-01,6,2008,A,1057,388722,14739.657087,14831.604771238,14618.428571333,14718.776088048,14718.776088048,224197190.47619,3,23039,13810,36617,9449,3945,4504,3826,-5610,9593
2008-06-01,6,2008,T,450,476585,14739.657087,14831.604771238,14618.428571333,14718.776088048,14718.776088048,224197190.47619,3,23039,13810,36617,9449,3945,4504,3826,-5610,9593
2008-06-01,6,2008,D,918,765654,14739.657087,14831.604771238,14618.428571333,14718.776088048,14718.776088048,224197190.47619,3,23039,13810,36617,9449,3945,4504,3826,-5610,9593
2012-07-01,7,2012,A,927,374300,11627.680943095,11680.671456524,11556.714239286,11626.914388,11626.914388,154676133.333333,1,23339,13813,29630,9542,4251,3762,-2475,-3148,9255
2012-07-01,7,2012,T,384,468700,11627.680943095,11680.671456524,11556.714239286,11626.914388,11626.914388,154676133.333333,1,23339,13813,29630,9542,4251,3762,-2475,-3148,9255
2012-07-01,7,2012,D,787,950222,11627.680943095,11680.671456524,11556.714239286,11626.914388,11626.914388,154676133.333333,1,23339,13813,29630,9542,4251,3762,-2475,-3148,9255
2005-03-01,3,2005,A,1641,248762,9709.895507818,9748.931773773,9664.895419045,9697.027254909,9697.027254909,134334804.545455,2.5,21756,13484,35990,9314,3656,3550,2976,-5484,4488
2005-03-01,3,2005,T,646,319756,9709.895507818,9748.931773773,9664.895419045,9697.027254909,9697.027254909,134334804.545455,2.5,21756,13484,35990,9314,3656,3550,2976,-5484,4488
2005-03-01,3,2005,D,1651,503141,9709.895507818,9748.931773773,9664.895419045,9697.027254909,9697.027254909,134334804.545455,2.5,21756,13484,35990,9314,3656,3550,2976,-5484,4488
2006-06-01,6,2006,A,1591,325154,11348.236505818,11428.263671955,11254.972833864,11341.059126364,11341.059126364,171613045.454545,4.25,21892,13396,38296,9215,4517,3562,3140,-5620,4152
2006-06-01,6,2006,T,751,402477,11348.236505818,11428.263671955,11254.972833864,11341.059126364,11341.059126364,171613045.454545,4.25,21892,13396,38296,9215,4517,3562,3140,-5620,4152
2006-06-01,6,2006,D,1609,649048,11348.236505818,11428.263671955,11254.972833864,11341.059126364,11341.059126364,171613045.454545,4.25,21892,13396,38296,9215,4517,3562,3140,-5620,4152
2014-12-01,12,2014,A,912,380700,14341.109421571,14443.376069429,14233.690569143,14335.871419286,14335.871419286,272334338.095238,1,23681,14290,30466,9775,4347,3954,1492,-4388,9993
2014-12-01,12,2014,T,371,476800,14341.109421571,14443.376069429,14233.690569143,14335.871419286,14335.871419286,272334338.095238,1,23681,14290,30466,9775,4347,3954,1492,-4388,9993
2014-12-01,12,2014,D,833,1002200,14341.109421571,14443.376069429,14233.690569143,14335.871419286,14335.871419286,272334338.095238,1,23681,14290,30466,9775,4347,3954,1492,-4388,9993
2017-02-01,2,2017,A,1275,526300,15646.842054,15684.215820316,15595.126233474,15639.705283684,15639.705283684,231691615.789474,0.5,24544,16259,28023,8595,4647,3816,5717,-13099,13544
2017-02-01,2,2017,T,404,675500,15646.842054,15684.215820316,15595.126233474,15639.705283684,15639.705283684,231691615.789474,0.5,24544,16259,28023,8595,4647,3816,5717,-13099,13544
2017-02-01,2,2017,D,745,1474200,15646.842054,15684.215820316,15595.126233474,15639.705283684,15639.705283684,231691615.789474,0.5,24544,16259,28023,8595,4647,3816,5717,-13099,13544
2015-08-01,8,2015,A,1494,405400,14048.37499995,14111.18496085,13902.5999511,14010.4200683,14010.4200683,210363200,0.5,24134,14952,25159,9752,4911,3991,6282,-5589,562
2015-08-01,8,2015,T,578,511500,14048.37499995,14111.18496085,13902.5999511,14010.4200683,14010.4200683,210363200,0.5,24134,14952,25159,9752,4911,3991,6282,-5589,562
2015-08-01,8,2015,D,1290,1159600,14048.37499995,14111.18496085,13902.5999511,14010.4200683,14010.4200683,210363200,0.5,24134,14952,25159,9752,4911,3991,6282,-5589,562
2005-11-01,11,2005,A,1187,281661,10739.627219591,10790.268155136,10690.122691818,10746.749911182,10746.749911182,132053504.545455,3,21756,13484,35990,9314,3656,3550,2976,-5484,4488
2005-11-01,11,2005,T,512,347935,10739.627219591,10790.268155136,10690.122691818,10746.749911182,10746.749911182,132053504.545455,3,21756,13484,35990,9314,3656,3550,2976,-5484,4488
2005-11-01,11,2005,D,1232,566500,10739.627219591,10790.268155136,10690.122691818,10746.749911182,10746.749911182,132053504.545455,3,21756,13484,35990,9314,3656,3550,2976,-5484,4488
2008-02-01,2,2008,A,1197,387032,13344.97998055,13436.85000005,13239.3149903,13352.5151368,13352.5151368,225291365,4,23039,13810,36617,9449,3945,4504,3826,-5610,9593
2008-02-01,2,2008,T,484,472147,13344.97998055,13436.85000005,13239.3149903,13352.5151368,13352.5151368,225291365,4,23039,13810,36617,9449,3945,4504,3826,-5610,9593
2008-02-01,2,2008,D,995,761342,13344.97998055,13436.85000005,13239.3149903,13352.5151368,13352.5151368,225291365,4,23039,13810,36617,9449,3945,4504,3826,-5610,9593
2016-01-01,1,2016,A,1096,443400,12367.48491205,12458.55502925,12230.8750977,12361.01000975,12361.01000975,256482220,0.5,24077,15161,34750,9574,4942,3788,9095,-9928,-5230
2016-01-01,1,2016,T,376,555100,12367.48491205,12458.55502925,12230.8750977,12361.01000975,12361.01000975,256482220,0.5,24077,15161,34750,9574,4942,3788,9095,-9928,-5230
2016-01-01,1,2016,D,1047,1273100,12367.48491205,12458.55502925,12230.8750977,12361.01000975,12361.01000975,256482220,0.5,24077,15161,34750,9574,4942,3788,9095,-9928,-5230
2010-03-01,3,2010,A,1252,395507,11961.817297913,12004.208644609,11911.282608696,11966.747834522,11966.747834522,178736013.043478,0.25,23586,13545,36850,8906,4270,4460,3539,-1821,10467
2010-03-01,3,2010,T,549,493263,11961.817297913,12004.208644609,11911.282608696,11966.747834522,11966.747834522,178736013.043478,0.25,23586,13545,36850,8906,4270,4460,3539,-1821,10467
2010-03-01,3,2010,D,1336,800341,11961.817297913,12004.208644609,11911.282608696,11966.747834522,11966.747834522,178736013.043478,0.25,23586,13545,36850,8906,4270,4460,3539,-1821,10467
2007-10-01,10,2007,A,1368,371418,14200.781915864,14273.372824909,14115.781827045,14215.418235091,14215.418235091,242931813.636364,4.5,22530,13455,32245,9838,4252,4302,3955,-5934,6098
2007-10-01,10,2007,T,527,464645,14200.781915864,14273.372824909,14115.781827045,14215.418235091,14215.418235091,242931813.636364,4.5,22530,13455,32245,9838,4252,4302,3955,-5934,6098
2007-10-01,10,2007,D,1133,730022,14200.781915864,14273.372824909,14115.781827045,14215.418235091,14215.418235091,242931813.636364,4.5,22530,13455,32245,9838,4252,4302,3955,-5934,6098
2020-03-01,3,2020,A,1179,687000,13804.75,14098.399902455,13428.9499735,13757.131835864,13757.131835864,499857227.272727,1.75,23866,16474,36449,5335,6108,2176,5008,-11148,904
2020-03-01,3,2020,T,493,791800,13804.75,14098.399902455,13428.9499735,13757.131835864,13757.131835864,499857227.272727,1.75,23866,16474,36449,5335,6108,2176,5008,-11148,904
2020-03-01,3,2020,D,852,1450700,13804.75,14098.399902455,13428.9499735,13757.131835864,13757.131835864,499857227.272727,1.75,23866,16474,36449,5335,6108,2176,5008,-11148,904
2009-06-01,6,2009,A,1790,356880,10386.368297273,10470.418101818,10259.7908825,10372.299982273,10372.299982273,218151945.454545,0.25,23688,13492,35977,8334,3773,4312,4611,-1955,14705
2009-06-01,6,2009,T,802,441620,10386.368297273,10470.418101818,10259.7908825,10372.299982273,10372.299982273,218151945.454545,0.25,23688,13492,35977,8334,3773,4312,4611,-1955,14705
2009-06-01,6,2009,D,1667,701384,10386.368297273,10470.418101818,10259.7908825,10372.299982273,10372.299982273,218151945.454545,0.25,23688,13492,35977,8334,3773,4312,4611,-1955,14705
2006-01-01,1,2006,A,848,288275,11640.695172905,11706.342912952,11593.614397333,11662.247628286,11662.247628286,173044090.47619,3.5,21892,13396,38296,9215,4517,3562,3140,-5620,4152
2006-01-01,1,2006,T,337,356442,11640.695172905,11706.342912952,11593.614397333,11662.247628286,11662.247628286,173044090.47619,3.5,21892,13396,38296,9215,4517,3562,3140,-5620,4152
2006-01-01,1,2006,D,739,584053,11640.695172905,11706.342912952,11593.614397333,11662.247628286,11662.247628286,173044090.47619,3.5,21892,13396,38296,9215,4517,3562,3140,-5620,4152
2014-11-01,11,2014,A,1052,379500,14826.59995125,14882.7249511,14759.78007815,14824.7650391,14824.7650391,200458880,1,23681,14290,30466,9775,4347,3954,1492,-4388,9993
2014-11-01,11,2014,T,452,480200,14826.59995125,14882.7249511,14759.78007815,14824.7650391,14824.7650391,200458880,1,23681,14290,30466,9775,4347,3954,1492,-4388,9993
2014-11-01,11,2014,D,1012,997800,14826.59995125,14882.7249511,14759.78007815,14824.7650391,14824.7650391,200458880,1,23681,14290,30466,9775,4347,3954,1492,-4388,9993
2015-07-01,7,2015,A,1729,400900,14448.068181773,14505.381747227,14349.490767,14436.422718409,14436.422718409,172930768.181818,0.75,24134,14952,25159,9752,4911,3991,6282,-5589,562
2015-07-01,7,2015,T,690,511500,14448.068181773,14505.381747227,14349.490767,14436.422718409,14436.422718409,172930768.181818,0.75,24134,14952,25159,9752,4911,3991,6282,-5589,562
2015-07-01,7,2015,D,1559,1141800,14448.068181773,14505.381747227,14349.490767,14436.422718409,14436.422718409,172930768.181818,0.75,24134,14952,25159,9752,4911,3991,6282,-5589,562
2005-04-01,4,2005,A,1675,254121,9497.685639810,9526.995256762,9443.604724571,9474.857049714,9474.857049714,113201342.857143,2.5,21756,13484,35990,9314,3656,3550,2976,-5484,4488
2005-04-01,4,2005,T,619,325852,9497.685639810,9526.995256762,9443.604724571,9474.857049714,9474.857049714,113201342.857143,2.5,21756,13484,35990,9314,3656,3550,2976,-5484,4488
2005-04-01,4,2005,D,1749,518607,9497.685639810,9526.995256762,9443.604724571,9474.857049714,9474.857049714,113201342.857143,2.5,21756,13484,35990,9314,3656,3550,2976,-5484,4488
2016-05-01,5,2016,A,2150,485000,13854.285667667,13924.061895476,13789.104817714,13851.876162476,13851.876162476,225815647.619048,0.5,24077,15161,34750,9574,4942,3788,9095,-9928,-5230
2016-05-01,5,2016,T,754,632400,13854.285667667,13924.061895476,13789.104817714,13851.876162476,13851.876162476,225815647.619048,0.5,24077,15161,34750,9574,4942,3788,9095,-9928,-5230
2016-05-01,5,2016,D,1865,1513800,13854.285667667,13924.061895476,13789.104817714,13851.876162476,13851.876162476,225815647.619048,0.5,24077,15161,34750,9574,4942,3788,9095,-9928,-5230
2011-01-01,1,2011,A,713,390935,13401.75502935,13454.175,13321.58002925,13392.7648436,13392.7648436,231808115,1,23223,13564,32857,8783,3872,4311,1099,-2064,1619
2011-01-01,1,2011,T,313,495140,13401.75502935,13454.175,13321.58002925,13392.7648436,13392.7648436,231808115,1,23223,13564,32857,8783,3872,4311,1099,-2064,1619
2011-01-01,1,2011,D,793,810045,13401.75502935,13454.175,13321.58002925,13392.7648436,13392.7648436,231808115,1,23223,13564,32857,8783,3872,4311,1099,-2064,1619
2007-04-01,4,2007,A,1350,355108,13520.2850098,13579.369873,13474.72998035,13535.05,13535.05,202528305,4.25,22530,13455,32245,9838,4252,4302,3955,-5934,6098
2007-04-01,4,2007,T,634,432490,13520.2850098,13579.369873,13474.72998035,13535.05,13535.05,202528305,4.25,22530,13455,32245,9838,4252,4302,3955,-5934,6098
2007-04-01,4,2007,D,1403,695069,13520.2850098,13579.369873,13474.72998035,13535.05,13535.05,202528305,4.25,22530,13455,32245,9838,4252,4302,3955,-5934,6098
2018-08-01,8,2018,A,1025,695500,16345.636230455,16391.831853727,16287.681773818,16332.427201727,16332.427201727,198310918.181818,1.5,23993,16299,33295,7995,4360,3906,3769,-14440,18904
2018-08-01,8,2018,T,337,846000,16345.636230455,16391.831853727,16287.681773818,16332.427201727,16332.427201727,198310918.181818,1.5,23993,16299,33295,7995,4360,3906,3769,-14440,18904
2018-08-01,8,2018,D,567,1561000,16345.636230455,16391.831853727,16287.681773818,16332.427201727,16332.427201727,198310918.181818,1.5,23993,16299,33295,7995,4360,3906,3769,-14440,18904
2008-03-01,3,2008,A,1370,389609,13259.08012695,13366.81987285,13095.17504885,13245.3650391,13245.3650391,250488795,4,23039,13810,36617,9449,3945,4504,3826,-5610,9593
2008-03-01,3,2008,T,511,473543,13259.08012695,13366.81987285,13095.17504885,13245.3650391,13245.3650391,250488795,4,23039,13810,36617,9449,3945,4504,3826,-5610,9593
2008-03-01,3,2008,D,1116,764616,13259.08012695,13366.81987285,13095.17504885,13245.3650391,13245.3650391,250488795,4,23039,13810,36617,9449,3945,4504,3826,-5610,9593
2021-10-01,10,2021,A,1801,746400,20743.93496085,20828.9800782,20682.36533205,20777.57500005,20777.57500005,213138835,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2021-10-01,10,2021,T,603,975000,20743.93496085,20828.9800782,20682.36533205,20777.57500005,20777.57500005,213138835,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2021-10-01,10,2021,D,1090,1850500,20743.93496085,20828.9800782,20682.36533205,20777.57500005,20777.57500005,213138835,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2020-06-01,6,2020,A,1105,680800,15500.508966636,15583.050026682,15368.700106591,15480.881880318,15480.881880318,321071704.545455,0.25,23866,16474,36449,5335,6108,2176,5008,-11148,904
2020-06-01,6,2020,T,472,790800,15500.508966636,15583.050026682,15368.700106591,15480.881880318,15480.881880318,321071704.545455,0.25,23866,16474,36449,5335,6108,2176,5008,-11148,904
2020-06-01,6,2020,D,866,1464200,15500.508966636,15583.050026682,15368.700106591,15480.881880318,15480.881880318,321071704.545455,0.25,23866,16474,36449,5335,6108,2176,5008,-11148,904
2018-05-01,5,2018,A,1431,701700,15948.345348,15998.5318715,15913.222789409,15964.399902318,15964.399902318,205693645.454545,1.25,23993,16299,33295,7995,4360,3906,3769,-14440,18904
2018-05-01,5,2018,T,476,859500,15948.345348,15998.5318715,15913.222789409,15964.399902318,15964.399902318,205693645.454545,1.25,23993,16299,33295,7995,4360,3906,3769,-14440,18904
2018-05-01,5,2018,D,926,1608000,15948.345348,15998.5318715,15913.222789409,15964.399902318,15964.399902318,205693645.454545,1.25,23993,16299,33295,7995,4360,3906,3769,-14440,18904
2009-01-01,1,2009,A,361,378336,8909.076171952,9020.480980190,8744.566638714,8888.666620143,8888.666620143,227141095.238095,1.5,23688,13492,35977,8334,3773,4312,4611,-1955,14705
2009-01-01,1,2009,T,109,462627,8909.076171952,9020.480980190,8744.566638714,8888.666620143,8888.666620143,227141095.238095,1.5,23688,13492,35977,8334,3773,4312,4611,-1955,14705
2009-01-01,1,2009,D,292,742490,8909.076171952,9020.480980190,8744.566638714,8888.666620143,8888.666620143,227141095.238095,1.5,23688,13492,35977,8334,3773,4312,4611,-1955,14705
2019-08-01,8,2019,A,1116,654000,16239.123790905,16308.533296143,16175.095284619,16243.066592238,16243.066592238,195463795.238095,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2019-08-01,8,2019,T,409,771900,16239.123790905,16308.533296143,16175.095284619,16243.066592238,16243.066592238,195463795.238095,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2019-08-01,8,2019,D,706,1406700,16239.123790905,16308.533296143,16175.095284619,16243.066592238,16243.066592238,195463795.238095,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2020-08-01,8,2020,A,1332,685800,16589.1399414,16635.97514655,16518.0798828,16584.29003895,16584.29003895,199759780,0.25,23866,16474,36449,5335,6108,2176,5008,-11148,904
2020-08-01,8,2020,T,620,806400,16589.1399414,16635.97514655,16518.0798828,16584.29003895,16584.29003895,199759780,0.25,23866,16474,36449,5335,6108,2176,5008,-11148,904
2020-08-01,8,2020,D,1095,1491300,16589.1399414,16635.97514655,16518.0798828,16584.29003895,16584.29003895,199759780,0.25,23866,16474,36449,5335,6108,2176,5008,-11148,904
2011-10-01,10,2011,A,958,402702,11915.17006835,12017.3649902,11771.2850097,11922.75996095,11922.75996095,241595370,1,23223,13564,32857,8783,3872,4311,1099,-2064,1619
2011-10-01,10,2011,T,382,519455,11915.17006835,12017.3649902,11771.2850097,11922.75996095,11922.75996095,241595370,1,23223,13564,32857,8783,3872,4311,1099,-2064,1619
2011-10-01,10,2011,D,974,884778,11915.17006835,12017.3649902,11771.2850097,11922.75996095,11922.75996095,241595370,1,23223,13564,32857,8783,3872,4311,1099,-2064,1619
2017-10-01,10,2017,A,1532,642000,15819.809477333,15853.671409952,15797.219029,15825.976190476,15825.976190476,165845861.904762,1,24544,16259,28023,8595,4647,3816,5717,-13099,13544
2017-10-01,10,2017,T,550,802400,15819.809477333,15853.671409952,15797.219029,15825.976190476,15825.976190476,165845861.904762,1,24544,16259,28023,8595,4647,3816,5717,-13099,13544
2017-10-01,10,2017,D,940,1609600,15819.809477333,15853.671409952,15797.219029,15825.976190476,15825.976190476,165845861.904762,1,24544,16259,28023,8595,4647,3816,5717,-13099,13544
2016-02-01,2,2016,A,1790,454600,12635.62490235,12711.9699707,12520.5850586,12632.4351075,12632.4351075,277675520,0.5,24077,15161,34750,9574,4942,3788,9095,-9928,-5230
2016-02-01,2,2016,T,604,569600,12635.62490235,12711.9699707,12520.5850586,12632.4351075,12632.4351075,277675520,0.5,24077,15161,34750,9574,4942,3788,9095,-9928,-5230
2016-02-01,2,2016,D,1778,1305600,12635.62490235,12711.9699707,12520.5850586,12632.4351075,12632.4351075,277675520,0.5,24077,15161,34750,9574,4942,3788,9095,-9928,-5230
2020-11-01,11,2020,A,1371,676500,16723.404808524,16805.076311286,16657.866769,16743.604910571,16743.604910571,270683195.238095,0.25,23866,16474,36449,5335,6108,2176,5008,-11148,904
2020-11-01,11,2020,T,632,814800,16723.404808524,16805.076311286,16657.866769,16743.604910571,16743.604910571,270683195.238095,0.25,23866,16474,36449,5335,6108,2176,5008,-11148,904
2020-11-01,11,2020,D,1061,1538900,16723.404808524,16805.076311286,16657.866769,16743.604910571,16743.604910571,270683195.238095,0.25,23866,16474,36449,5335,6108,2176,5008,-11148,904
2006-07-01,7,2006,A,1188,328966,11661.65996095,11724.56992175,11593.4401367,11658.64501945,11658.64501945,156834620,4.25,21892,13396,38296,9215,4517,3562,3140,-5620,4152
2006-07-01,7,2006,T,513,404537,11661.65996095,11724.56992175,11593.4401367,11658.64501945,11658.64501945,156834620,4.25,21892,13396,38296,9215,4517,3562,3140,-5620,4152
2006-07-01,7,2006,D,1031,644461,11661.65996095,11724.56992175,11593.4401367,11658.64501945,11658.64501945,156834620,4.25,21892,13396,38296,9215,4517,3562,3140,-5620,4152
2011-12-01,12,2011,A,774,401396,11873.78496085,11951.859961,11785.3150878,11860.6750489,11860.6750489,209796565,1,23223,13564,32857,8783,3872,4311,1099,-2064,1619
2011-12-01,12,2011,T,254,511499,11873.78496085,11951.859961,11785.3150878,11860.6750489,11860.6750489,209796565,1,23223,13564,32857,8783,3872,4311,1099,-2064,1619
2011-12-01,12,2011,D,630,887471,11873.78496085,11951.859961,11785.3150878,11860.6750489,11860.6750489,209796565,1,23223,13564,32857,8783,3872,4311,1099,-2064,1619
2011-05-01,5,2011,A,1228,407419,13623.985723429,13698.061942,13545.428571476,13620.742838524,13620.742838524,184362090.47619,1,23223,13564,32857,8783,3872,4311,1099,-2064,1619
2011-05-01,5,2011,T,579,517787,13623.985723429,13698.061942,13545.428571476,13620.742838524,13620.742838524,184362090.47619,1,23223,13564,32857,8783,3872,4311,1099,-2064,1619
2011-05-01,5,2011,D,1570,890833,13623.985723429,13698.061942,13545.428571476,13620.742838524,13620.742838524,184362090.47619,1,23223,13564,32857,8783,3872,4311,1099,-2064,1619
2018-07-01,7,2018,A,1079,700500,16427.623884048,16473.876255476,16380.714239238,16432.561895429,16432.561895429,167334404.761905,1.5,23993,16299,33295,7995,4360,3906,3769,-14440,18904
2018-07-01,7,2018,T,354,856000,16427.623884048,16473.876255476,16380.714239238,16432.561895429,16432.561895429,167334404.761905,1.5,23993,16299,33295,7995,4360,3906,3769,-14440,18904
2018-07-01,7,2018,D,637,1588400,16427.623884048,16473.876255476,16380.714239238,16432.561895429,16432.561895429,167334404.761905,1.5,23993,16299,33295,7995,4360,3906,3769,-14440,18904
2007-08-01,8,2007,A,1504,367944,13440.313654136,13530.399902364,13285.159090864,13411.127174955,13411.127174955,214616559.090909,4.5,22530,13455,32245,9838,4252,4302,3955,-5934,6098
2007-08-01,8,2007,T,592,46577,13440.313654136,13530.399902364,13285.159090864,13411.127174955,13411.127174955,214616559.090909,4.5,22530,13455,32245,9838,4252,4302,3955,-5934,6098
2007-08-01,8,2007,D,1288,726067,13440.313654136,13530.399902364,13285.159090864,13411.127174955,13411.127174955,214616559.090909,4.5,22530,13455,32245,9838,4252,4302,3955,-5934,6098
2022-03-01,3,2022,A,2310,835500,21599.895805043,21720.873980957,21513.369395348,21626.252207957,21626.252207957,318250039.130435,0.5,,,,,,,,,
2022-03-01,3,2022,T,743,1138300,21599.895805043,21720.873980957,21513.369395348,21626.252207957,21626.252207957,318250039.130435,0.5,,,,,,,,,
2022-03-01,3,2022,D,1291,2118600,21599.895805043,21720.873980957,21513.369395348,21626.252207957,21626.252207957,318250039.130435,0.5,,,,,,,,,
2021-03-01,3,2021,A,2697,715800,18652.665166522,18732.565047565,18554.782778478,18658.099864,18658.099864,279895065.217391,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2021-03-01,3,2021,T,1046,872200,18652.665166522,18732.565047565,18554.782778478,18658.099864,18658.099864,279895065.217391,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2021-03-01,3,2021,D,1965,1700200,18652.665166522,18732.565047565,18554.782778478,18658.099864,18658.099864,279895065.217391,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2015-11-01,11,2015,A,1553,435000,13429.919038238,13489.704706095,13365.009486619,13424.185733,13424.185733,191119261.904762,0.5,24134,14952,25159,9752,4911,3991,6282,-5589,562
2015-11-01,11,2015,T,636,536600,13429.919038238,13489.704706095,13365.009486619,13424.185733,13424.185733,191119261.904762,0.5,24134,14952,25159,9752,4911,3991,6282,-5589,562
2015-11-01,11,2015,D,1335,1226300,13429.919038238,13489.704706095,13365.009486619,13424.185733,13424.185733,191119261.904762,0.5,24134,14952,25159,9752,4911,3991,6282,-5589,562
2012-04-01,4,2012,A,1190,375900,12127.84999995,12201.3499511,12066.1950195,12135.4599609,12135.4599609,181849105,1,23339,13813,29630,9542,4251,3762,-2475,-3148,9255
2012-04-01,4,2012,T,483,487300,12127.84999995,12201.3499511,12066.1950195,12135.4599609,12135.4599609,181849105,1,23339,13813,29630,9542,4251,3762,-2475,-3148,9255
2012-04-01,4,2012,D,1126,1064800,12127.84999995,12201.3499511,12066.1950195,12135.4599609,12135.4599609,181849105,1,23339,13813,29630,9542,4251,3762,-2475,-3148,9255
2020-12-01,12,2020,A,1474,676500,17524.890532048,17582.642671143,17455.004836286,17520.947823810,17520.947823810,247748995.238095,0.25,23866,16474,36449,5335,6108,2176,5008,-11148,904
2020-12-01,12,2020,T,593,813900,17524.890532048,17582.642671143,17455.004836286,17520.947823810,17520.947823810,247748995.238095,0.25,23866,16474,36449,5335,6108,2176,5008,-11148,904
2020-12-01,12,2020,D,1026,1554600,17524.890532048,17582.642671143,17455.004836286,17520.947823810,17520.947823810,247748995.238095,0.25,23866,16474,36449,5335,6108,2176,5008,-11148,904
2013-11-01,11,2013,A,969,367800,13394.571428571,13438.195173,13367.171456476,13396.085705048,13396.085705048,128495100,1,23969,13976,29822,9560,4087,3884,-2513,-3455,5490
2013-11-01,11,2013,T,426,458000,13394.571428571,13438.195173,13367.171456476,13396.085705048,13396.085705048,128495100,1,23969,13976,29822,9560,4087,3884,-2513,-3455,5490
2013-11-01,11,2013,D,926,924800,13394.571428571,13438.195173,13367.171456476,13396.085705048,13396.085705048,128495100,1,23969,13976,29822,9560,4087,3884,-2513,-3455,5490
2010-11-01,11,2010,A,1052,389168,12833.636319318,12900.213600864,12755.663663091,12843.199973364,12843.199973364,212203813.636364,1,23586,13545,36850,8906,4270,4460,3539,-1821,10467
2010-11-01,11,2010,T,407,488733,12833.636319318,12900.213600864,12755.663663091,12843.199973364,12843.199973364,212203813.636364,1,23586,13545,36850,8906,4270,4460,3539,-1821,10467
2010-11-01,11,2010,D,1050,799312,12833.636319318,12900.213600864,12755.663663091,12843.199973364,12843.199973364,212203813.636364,1,23586,13545,36850,8906,4270,4460,3539,-1821,10467
2021-02-01,2,2021,A,1759,697500,18228.631681789,18307.594675053,18129.473581526,18250.079050105,18250.079050105,283051605.263158,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2021-02-01,2,2021,T,737,839800,18228.631681789,18307.594675053,18129.473581526,18250.079050105,18250.079050105,283051605.263158,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
