MakeDate,Month,Year,Housetype,Sales,Benchmark price,Open,High,Low,Close,Adj Close,Volume,Bank of Canada Target Overnight Rate,Births,Deaths,Immigrants,Emigrants,Returning emigrants,Net temporary emigration,Net interprovincial migration,Net intraprovincial migration,Net non-permanent residents
2021-02-01,2,2021,D,1231,1621200,18228.631681789,18307.594675053,18129.473581526,18250.079050105,18250.079050105,283051605.263158,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2017-01-01,1,2017,A,825,512300,15491.466657333,15531.990420333,15437.700055810,15486.576125429,15486.576125429,206382366.666667,0.5,24544,16259,28023,8595,4647,3816,5717,-13099,13544
2017-01-01,1,2017,T,254,666500,15491.466657333,15531.990420333,15437.700055810,15486.576125429,15486.576125429,206382366.666667,0.5,24544,16259,28023,8595,4647,3816,5717,-13099,13544
2017-01-01,1,2017,D,444,1474800,15491.466657333,15531.990420333,15437.700055810,15486.576125429,15486.576125429,206382366.666667,0.5,24544,16259,28023,8595,4647,3816,5717,-13099,13544
2010-05-01,5,2010,A,1354,398783,11832.8150391,11924.82998045,11679.15,11816.48002935,11816.48002935,233062465,0.5,23586,13545,36850,8906,4270,4460,3539,-1821,10467
2010-05-01,5,2010,T,546,500339,11832.8150391,11924.82998045,11679.15,11816.48002935,11816.48002935,233062465,0.5,23586,13545,36850,8906,4270,4460,3539,-1821,10467
2010-05-01,5,2010,D,1256,810175,11832.8150391,11924.82998045,11679.15,11816.48002935,11816.48002935,233062465,0.5,23586,13545,36850,8906,4270,4460,3539,-1821,10467
2020-01-01,1,2020,A,814,663200,17360.345525455,17412.731711682,17328.049982273,17381.995649818,17381.995649818,211871877.272727,1.75,23866,16474,36449,5335,6108,2176,5008,-11148,904
2020-01-01,1,2020,T,318,782500,17360.345525455,17412.731711682,17328.049982273,17381.995649818,17381.995649818,211871877.272727,1.75,23866,16474,36449,5335,6108,2176,5008,-11148,904
2020-01-01,1,2020,D,439,1431200,17360.345525455,17412.731711682,17328.049982273,17381.995649818,17381.995649818,211871877.272727,1.75,23866,16474,36449,5335,6108,2176,5008,-11148,904
2017-07-01,7,2017,A,1468,616600,15160.24003915,15200.9399902,15099.6250001,15153.54999995,15153.54999995,152854985,0.75,24544,16259,28023,8595,4647,3816,5717,-13099,13544
2017-07-01,7,2017,T,543,763700,15160.24003915,15200.9399902,15099.6250001,15153.54999995,15153.54999995,152854985,0.75,24544,16259,28023,8595,4647,3816,5717,-13099,13544
2017-07-01,7,2017,D,949,1612400,15160.24003915,15200.9399902,15099.6250001,15153.54999995,15153.54999995,152854985,0.75,24544,16259,28023,8595,4647,3816,5717,-13099,13544
2013-03-01,3,2013,A,982,362100,12786.13999025,12820.03999025,12739.13491215,12777.30004885,12777.30004885,183583045,1,23969,13976,29822,9560,4087,3884,-2513,-3455,5490
2013-03-01,3,2013,T,432,454300,12786.13999025,12820.03999025,12739.13491215,12777.30004885,12777.30004885,183583045,1,23969,13976,29822,9560,4087,3884,-2513,-3455,5490
2013-03-01,3,2013,D,933,906900,12786.13999025,12820.03999025,12739.13491215,12777.30004885,12777.30004885,183583045,1,23969,13976,29822,9560,4087,3884,-2513,-3455,5490
2014-03-01,3,2014,A,1106,375800,14275.523855952,14330.023949095,14234.647600476,14281.352353,14281.352353,174492014.285714,1,23681,14290,30466,9775,4347,3954,1492,-4388,9993
2014-03-01,3,2014,T,419,460100,14275.523855952,14330.023949095,14234.647600476,14281.352353,14281.352353,174492014.285714,1,23681,14290,30466,9775,4347,3954,1492,-4388,9993
2014-03-01,3,2014,D,1116,945400,14275.523855952,14330.023949095,14234.647600476,14281.352353,14281.352353,174492014.285714,1,23681,14290,30466,9775,4347,3954,1492,-4388,9993
2008-09-01,9,2008,A,764,369062,12535.585751476,12711.871419190,12266.985630524,12450.457077667,12450.457077667,309926471.428571,3,23039,13810,36617,9449,3945,4504,3826,-5610,9593
2008-09-01,9,2008,T,450,476585,12535.585751476,12711.871419190,12266.985630524,12450.457077667,12450.457077667,309926471.428571,3,23039,13810,36617,9449,3945,4504,3826,-5610,9593
2008-09-01,9,2008,D,546,726331,12535.585751476,12711.871419190,12266.985630524,12450.457077667,12450.457077667,309926471.428571,3,23039,13810,36617,9449,3945,4504,3826,-5610,9593
2011-08-01,8,2011,A,955,407457,12387.486461227,12516.927290545,12227.913663091,12383.204545455,12383.204545455,252732877.272727,1,23223,13564,32857,8783,3872,4311,1099,-2064,1619
2011-08-01,8,2011,T,403,511433,12387.486461227,12516.927290545,12227.913663091,12383.204545455,12383.204545455,252732877.272727,1,23223,13564,32857,8783,3872,4311,1099,-2064,1619
2011-08-01,8,2011,D,1020,888243,12387.486461227,12516.927290545,12227.913663091,12383.204545455,12383.204545455,252732877.272727,1,23223,13564,32857,8783,3872,4311,1099,-2064,1619
2020-02-01,2,2020,A,1061,677200,17558.310546842,17609.178865105,17466.336965316,17542.689453158,17542.689453158,261518557.894737,1.75,23866,16474,36449,5335,6108,2176,5008,-11148,904
2020-02-01,2,2020,T,404,785000,17558.310546842,17609.178865105,17466.336965316,17542.689453158,17542.689453158,261518557.894737,1.75,23866,16474,36449,5335,6108,2176,5008,-11148,904
2020-02-01,2,2020,D,685,1433900,17558.310546842,17609.178865105,17466.336965316,17542.689453158,17542.689453158,261518557.894737,1.75,23866,16474,36449,5335,6108,2176,5008,-11148,904
2005-07-01,7,2005,A,1567,267814,10239.53505855,10277.5600098,10194.30498045,10247.47006835,10247.47006835,105842925,2.5,21756,13484,35990,9314,3656,3550,2976,-5484,4488
2005-07-01,7,2005,T,647,336343,10239.53505855,10277.5600098,10194.30498045,10247.47006835,10247.47006835,105842925,2.5,21756,13484,35990,9314,3656,3550,2976,-5484,4488
2005-07-01,7,2005,D,1438,539815,10239.53505855,10277.5600098,10194.30498045,10247.47006835,10247.47006835,105842925,2.5,21756,13484,35990,9314,3656,3550,2976,-5484,4488
2014-02-01,2,2014,A,1032,373300,13937.721062842,14005.905273526,13911.642167053,13964.463198895,13964.463198895,192155494.736842,1,23681,14290,30466,9775,4347,3954,1492,-4388,9993
2014-02-01,2,2014,T,466,458300,13937.721062842,14005.905273526,13911.642167053,13964.463198895,13964.463198895,192155494.736842,1,23681,14290,30466,9775,4347,3954,1492,-4388,9993
2014-02-01,2,2014,D,1032,932900,13937.721062842,14005.905273526,13911.642167053,13964.463198895,13964.463198895,192155494.736842,1,23681,14290,30466,9775,4347,3954,1492,-4388,9993
2019-09-01,9,2019,A,1166,651500,16677.69999995,16729.61484385,16638.9751954,16683.2453124,16683.2453124,234141550,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2019-09-01,9,2019,T,422,767500,16677.69999995,16729.61484385,16638.9751954,16683.2453124,16683.2453124,234141550,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2019-09-01,9,2019,D,745,1406200,16677.69999995,16729.61484385,16638.9751954,16683.2453124,16683.2453124,234141550,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2017-08-01,8,2017,A,1613,626800,15112.090997955,15154.554509909,15060.240900182,15108.950017773,15108.950017773,153166800,0.75,24544,16259,28023,8595,4647,3816,5717,-13099,13544
2017-08-01,8,2017,T,529,778300,15112.090997955,15154.554509909,15060.240900182,15108.950017773,15108.950017773,153166800,0.75,24544,16259,28023,8595,4647,3816,5717,-13099,13544
2017-08-01,8,2017,D,901,1615100,15112.090997955,15154.554509909,15060.240900182,15108.950017773,15108.950017773,153166800,0.75,24544,16259,28023,8595,4647,3816,5717,-13099,13544
2021-01-01,1,2021,A,1195,680800,17853.74511715,17908.3151367,17756.5350586,17830.67500005,17830.67500005,250555990,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2021-01-01,1,2021,T,454,815800,17853.74511715,17908.3151367,17756.5350586,17830.67500005,17830.67500005,250555990,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2021-01-01,1,2021,D,740,1576800,17853.74511715,17908.3151367,17756.5350586,17830.67500005,17830.67500005,250555990,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2019-06-01,6,2019,A,941,654700,16325.65502925,16358.20014645,16279.11015625,16322.64516605,16322.64516605,211161580,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2019-06-01,6,2019,T,390,774700,16325.65502925,16358.20014645,16279.11015625,16322.64516605,16322.64516605,211161580,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2019-06-01,6,2019,D,746,1423500,16325.65502925,16358.20014645,16279.11015625,16322.64516605,16322.64516605,211161580,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2012-01-01,1,2012,A,657,371500,12317.328589952,12372.876069476,12252.014322905,12331.752418095,12331.752418095,196652219.047619,1,23339,13813,29630,9542,4251,3762,-2475,-3148,9255
2012-01-01,1,2012,T,261,468000,12317.328589952,12372.876069476,12252.014322905,12331.752418095,12331.752418095,196652219.047619,1,23339,13813,29630,9542,4251,3762,-2475,-3148,9255
2012-01-01,1,2012,D,659,1034700,12317.328589952,12372.876069476,12252.014322905,12331.752418095,12331.752418095,196652219.047619,1,23339,13813,29630,9542,4251,3762,-2475,-3148,9255
2009-02-01,2,2009,A,650,333143,8475.426243842,8567.931563526,8330.347347842,8437.615722684,8437.615722684,250627047.368421,1,23688,13492,35977,8334,3773,4312,4611,-1955,14705
2009-02-01,2,2009,T,243,426268,8475.426243842,8567.931563526,8330.347347842,8437.615722684,8437.615722684,250627047.368421,1,23688,13492,35977,8334,3773,4312,4611,-1955,14705
2009-02-01,2,2009,D,587,653452,8475.426243842,8567.931563526,8330.347347842,8437.615722684,8437.615722684,250627047.368421,1,23688,13492,35977,8334,3773,4312,4611,-1955,14705
2017-03-01,3,2017,A,1841,537400,15510.308678652,15572.065089913,15454.304262870,15515.278192913,15515.278192913,227673295.652174,0.5,24544,16259,28023,8595,4647,3816,5717,-13099,13544
2017-03-01,3,2017,T,588,685100,15510.308678652,15572.065089913,15454.304262870,15515.278192913,15515.278192913,227673295.652174,0.5,24544,16259,28023,8595,4647,3816,5717,-13099,13544
2017-03-01,3,2017,D,1150,1489400,15510.308678652,15572.065089913,15454.304262870,15515.278192913,15515.278192913,227673295.652174,0.5,24544,16259,28023,8595,4647,3816,5717,-13099,13544
2007-01-01,1,2007,A,770,332460,12747.695534364,12812.099964409,12683.527255091,12746.754527727,12746.754527727,188655840.909091,4.25,22530,13455,32245,9838,4252,4302,3955,-5934,6098
2007-01-01,1,2007,T,341,411564,12747.695534364,12812.099964409,12683.527255091,12746.754527727,12746.754527727,188655840.909091,4.25,22530,13455,32245,9838,4252,4302,3955,-5934,6098
2007-01-01,1,2007,D,695,641596,12747.695534364,12812.099964409,12683.527255091,12746.754527727,12746.754527727,188655840.909091,4.25,22530,13455,32245,9838,4252,4302,3955,-5934,6098
2021-04-01,4,2021,A,2289,729600,19172.723865381,19229.261997762,19104.280878048,19168.876395,19168.876395,201202557.142857,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2021-04-01,4,2021,T,964,900900,19172.723865381,19229.261997762,19104.280878048,19168.876395,19168.876395,201202557.142857,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2021-04-01,4,2021,D,1655,1755500,19172.723865381,19229.261997762,19104.280878048,19168.876395,19168.876395,201202557.142857,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2021-07-01,7,2021,A,1666,736900,20164.780785143,20219.823846619,20092.676060381,20165.295107905,20165.295107905,170390819.047619,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2021-07-01,7,2021,T,610,949400,20164.780785143,20219.823846619,20092.676060381,20165.295107905,20165.295107905,170390819.047619,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2021-07-01,7,2021,D,1050,1801100,20164.780785143,20219.823846619,20092.676060381,20165.295107905,20165.295107905,170390819.047619,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2015-06-01,6,2015,A,1774,400200,14848.259099773,14903.254527682,14774.309259636,14835.9136185,14835.9136185,169358604.545455,0.75,24134,14952,25159,9752,4911,3991,6282,-5589,562
2015-06-01,6,2015,T,681,506900,14848.259099773,14903.254527682,14774.309259636,14835.9136185,14835.9136185,169358604.545455,0.75,24134,14952,25159,9752,4911,3991,6282,-5589,562
2015-06-01,6,2015,D,1920,1123900,14848.259099773,14903.254527682,14774.309259636,14835.9136185,14835.9136185,169358604.545455,0.75,24134,14952,25159,9752,4911,3991,6282,-5589,562
2019-02-01,2,2019,A,759,660300,15796.478978368,15845.642115579,15757.573807632,15811.205335211,15811.205335211,250210405.263158,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2019-02-01,2,2019,T,277,789300,15796.478978368,15845.642115579,15757.573807632,15811.205335211,15811.205335211,250210405.263158,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2019-02-01,2,2019,D,448,1443100,15796.478978368,15845.642115579,15757.573807632,15811.205335211,15811.205335211,250210405.263158,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2016-10-01,10,2016,A,1178,512300,14720.20000005,14771.75502935,14668.15502925,14718.17490235,14718.17490235,197534870,0.5,24077,15161,34750,9574,4942,3788,9095,-9928,-5230
2016-10-01,10,2016,T,403,669200,14720.20000005,14771.75502935,14668.15502925,14718.17490235,14718.17490235,197534870,0.5,24077,15161,34750,9574,4942,3788,9095,-9928,-5230
2016-10-01,10,2016,D,652,1545800,14720.20000005,14771.75502935,14668.15502925,14718.17490235,14718.17490235,197534870,0.5,24077,15161,34750,9574,4942,3788,9095,-9928,-5230
2014-08-01,8,2014,A,1126,379200,15374.5050293,15428.76000985,15324.23496095,15389.3800291,15389.3800291,136711630,1,23681,14290,30466,9775,4347,3954,1492,-4388,9993
2014-08-01,8,2014,T,487,474900,15374.5050293,15428.76000985,15324.23496095,15389.3800291,15389.3800291,136711630,1,23681,14290,30466,9775,4347,3954,1492,-4388,9993
2014-08-01,8,2014,D,1158,984300,15374.5050293,15428.76000985,15324.23496095,15389.3800291,15389.3800291,136711630,1,23681,14290,30466,9775,4347,3954,1492,-4388,9993
2009-11-01,11,2009,A,1396,381945,11385.542875857,11473.604817714,11318,11412.000093095,11412.000093095,173306885.714286,0.25,23688,13492,35977,8334,3773,4312,4611,-1955,14705
2009-11-01,11,2009,T,523,469686,11385.542875857,11473.604817714,11318,11412.000093095,11412.000093095,173306885.714286,0.25,23688,13492,35977,8334,3773,4312,4611,-1955,14705
2009-11-01,11,2009,D,1164,757209,11385.542875857,11473.604817714,11318,11412.000093095,11412.000093095,173306885.714286,0.25,23688,13492,35977,8334,3773,4312,4611,-1955,14705
2005-08-01,8,2005,A,1484,271595,10573.454634318,10618.822753864,10523.154474455,10571.368252864,10571.368252864,128369750,2.5,21756,13484,35990,9314,3656,3550,2976,-5484,4488
2005-08-01,8,2005,T,601,339031,10573.454634318,10618.822753864,10523.154474455,10571.368252864,10571.368252864,128369750,2.5,21756,13484,35990,9314,3656,3550,2976,-5484,4488
2005-08-01,8,2005,D,1564,548809,10573.454634318,10618.822753864,10523.154474455,10571.368252864,10571.368252864,128369750,2.5,21756,13484,35990,9314,3656,3550,2976,-5484,4488
2021-12-01,12,2021,A,1464,761800,20910.204985143,21027.366629524,20810.738188190,20917.447451619,20917.447451619,237045200,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2021-12-01,12,2021,T,430,1004900,20910.204985143,21027.366629524,20810.738188190,20917.447451619,20917.447451619,237045200,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2021-12-01,12,2021,D,794,1910200,20910.204985143,21027.366629524,20810.738188190,20917.447451619,20917.447451619,237045200,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2010-09-01,9,2010,A,971,388373,12160.752325143,12208.400065095,12101.838030095,12163.833286905,12163.833286905,214157290.47619,1,23586,13545,36850,8906,4270,4460,3539,-1821,10467
2010-09-01,9,2010,T,383,490385,12160.752325143,12208.400065095,12101.838030095,12163.833286905,12163.833286905,214157290.47619,1,23586,13545,36850,8906,4270,4460,3539,-1821,10467
2010-09-01,9,2010,D,866,790992,12160.752325143,12208.400065095,12101.838030095,12163.833286905,12163.833286905,214157290.47619,1,23586,13545,36850,8906,4270,4460,3539,-1821,10467
2021-09-01,9,2021,A,1621,738600,20544.961867524,20596.937965048,20467.366443429,20510.938243952,20510.938243952,232076542.857143,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2021-09-01,9,2021,T,578,963800,20544.961867524,20596.937965048,20467.366443429,20510.938243952,20510.938243952,232076542.857143,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2021-09-01,9,2021,D,950,1828200,20544.961867524,20596.937965048,20467.366443429,20510.938243952,20510.938243952,232076542.857143,0.25,23583,17885,28002,4249,948,772,12764,-12248,-3480
2006-10-01,10,2006,A,1165,333398,11954.195312571,12021.328590095,11882.237955667,11970.228515476,11970.228515476,213129638.095238,4.25,21892,13396,38296,9215,4517,3562,3140,-5620,4152
2006-10-01,10,2006,T,472,410434,11954.195312571,12021.328590095,11882.237955667,11970.228515476,11970.228515476,213129638.095238,4.25,21892,13396,38296,9215,4517,3562,3140,-5620,4152
2006-10-01,10,2006,D,1085,650707,11954.195312571,12021.328590095,11882.237955667,11970.228515476,11970.228515476,213129638.095238,4.25,21892,13396,38296,9215,4517,3562,3140,-5620,4152
2013-07-01,7,2013,A,1210,368300,12483.754527773,12518.950106591,12423.599920091,12479.659135409,12479.659135409,25115568.1818182,1,23969,13976,29822,9560,4087,3884,-2513,-3455,5490
2013-07-01,7,2013,T,487,456700,12483.754527773,12518.950106591,12423.599920091,12479.659135409,12479.659135409,25115568.1818182,1,23969,13976,29822,9560,4087,3884,-2513,-3455,5490
2013-07-01,7,2013,D,1249,920500,12483.754527773,12518.950106591,12423.599920091,12479.659135409,12479.659135409,25115568.1818182,1,23969,13976,29822,9560,4087,3884,-2513,-3455,5490
2018-01-01,1,2018,A,1012,665400,16287.454589864,16313.831853682,16229.322798364,16272.463733955,16272.463733955,210722286.363636,1.25,23993,16299,33295,7995,4360,3906,3769,-14440,18904
2018-01-01,1,2018,T,319,803700,16287.454589864,16313.831853682,16229.322798364,16272.463733955,16272.463733955,210722286.363636,1.25,23993,16299,33295,7995,4360,3906,3769,-14440,18904
2018-01-01,1,2018,D,487,1601500,16287.454589864,16313.831853682,16229.322798364,16272.463733955,16272.463733955,210722286.363636,1.25,23993,16299,33295,7995,4360,3906,3769,-14440,18904
2009-04-01,4,2009,A,1179,340203,9184.676153286,9298.342773381,9108.938197619,9224.666573619,9224.666573619,231294823.809524,0.5,23688,13492,35977,8334,3773,4312,4611,-1955,14705
2009-04-01,4,2009,T,594,431759,9184.676153286,9298.342773381,9108.938197619,9224.666573619,9224.666573619,231294823.809524,0.5,23688,13492,35977,8334,3773,4312,4611,-1955,14705
2009-04-01,4,2009,D,1190,675268,9184.676153286,9298.342773381,9108.938197619,9224.666573619,9224.666573619,231294823.809524,0.5,23688,13492,35977,8334,3773,4312,4611,-1955,14705
2012-12-01,12,2012,A,504,361200,12276.021021842,12319.847347842,12241.547388895,12290.247327211,12290.247327211,182553368.421053,1,23339,13813,29630,9542,4251,3762,-2475,-3148,9255
2012-12-01,12,2012,T,213,450900,12276.021021842,12319.847347842,12241.547388895,12290.247327211,12290.247327211,182553368.421053,1,23339,13813,29630,9542,4251,3762,-2475,-3148,9255
2012-12-01,12,2012,D,425,904200,12276.021021842,12319.847347842,12241.547388895,12290.247327211,12290.247327211,182553368.421053,1,23339,13813,29630,9542,4251,3762,-2475,-3148,9255
2013-10-01,10,2013,A,1098,365600,13031.545454591,13091.863680727,12997.945401364,13057.727228409,13057.727228409,154387345.454545,1,23969,13976,29822,9560,4087,3884,-2513,-3455,5490
2013-10-01,10,2013,T,496,458000,13031.545454591,13091.863680727,12997.945401364,13057.727228409,13057.727228409,154387345.454545,1,23969,13976,29822,9560,4087,3884,-2513,-3455,5490
2013-10-01,10,2013,D,1067,922600,13031.545454591,13091.863680727,12997.945401364,13057.727228409,13057.727228409,154387345.454545,1,23969,13976,29822,9560,4087,3884,-2513,-3455,5490
2010-01-01,1,2010,A,891,385487,11672.97490225,11731.1049804,11596.00498045,11654.275,11654.275,163821980,0.25,23586,13545,36850,8906,4270,4460,3539,-1821,10467
2010-01-01,1,2010,T,327,482478,11672.97490225,11731.1049804,11596.00498045,11654.275,11654.275,163821980,0.25,23586,13545,36850,8906,4270,4460,3539,-1821,10467
2010-01-01,1,2010,D,705,788499,11672.97490225,11731.1049804,11596.00498045,11654.275,11654.275,163821980,0.25,23586,13545,36850,8906,4270,4460,3539,-1821,10467
2012-06-01,6,2012,A,1026,376200,11501.195173,11563.904715381,11418.409598190,11495.652436857,11495.652436857,195250180.952381,1,23339,13813,29630,9542,4251,3762,-2475,-3148,9255
2012-06-01,6,2012,T,415,468400,11501.195173,11563.904715381,11418.409598190,11495.652436857,11495.652436857,195250180.952381,1,23339,13813,29630,9542,4251,3762,-2475,-3148,9255
2012-06-01,6,2012,D,921,961600,11501.195173,11563.904715381,11418.409598190,11495.652436857,11495.652436857,195250180.952381,1,23339,13813,29630,9542,4251,3762,-2475,-3148,9255
2019-12-01,12,2019,A,1053,656700,17024.3149414,17058.9750977,16983.00986335,17019.9598634,17019.9598634,207834430,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2019-12-01,12,2019,T,364,778400,17024.3149414,17058.9750977,16983.00986335,17019.9598634,17019.9598634,207834430,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2019-12-01,12,2019,D,599,1423500,17024.3149414,17058.9750977,16983.00986335,17019.9598634,17019.9598634,207834430,1.75,23780,16132,34562,6842,4432,3924,3360,-11851,23306
2016-03-01,3,2016,A,2252,462800,13356.845392318,13431.895463545,13303.922674,13382.09992,13382.09992,277971113.636364,0.5,24077,15161,34750,9574,4942,3788,9095,-9928,-5230
2016-03-01,3,2016,T,786,589100,13356.845392318,13431.895463545,13303.922674,13382.09992,13382.09992,277971113.636364,0.5,24077,15161,34750,9574,4942,3788,9095,-9928,-5230
2016-03-01,3,2016,D,2135,1342500,13356.845392318,13431.895463545,13303.922674,13382.09992,13382.09992,277971113.636364,0.5,24077,15161,34750,9574,4942,3788,9095,-9928,-5230
2011-06-01,6,2011,A,1266,405200,13137.345436727,13216.386363682,13051.968261818,13126.109153091,13126.109153091,203981027.272727,1,23223,13564,32857,8783,3872,4311,1099,-2064,1619
2011-06-01,6,2011,T,525,522424,13137.345436727,13216.386363682,13051.968261818,13126.109153091,13126.109153091,203981027.272727,1,23223,13564,32857,8783,3872,4311,1099,-2064,1619
2011-06-01,6,2011,D,1471,901680,13137.345436727,13216.386363682,13051.968261818,13126.109153091,13126.109153091,203981027.272727,1,23223,13564,32857,8783,3872,4311,1099,-2064,1619
2012-09-01,9,2012,A,676,368600,12274.699989684,12325.378906368,12226.410618895,12285.600071895,12285.600071895,191711610.526316,1,23339,13813,29630,9542,4251,3762,-2475,-3148,9255
2012-09-01,9,2012,T,246,458600,12274.699989684,12325.378906368,12226.410618895,12285.600071895,12285.600071895,191711610.526316,1,23339,13813,29630,9542,4251,3762,-2475,-3148,9255
2012-09-01,9,2012,D,594,935600,12274.699989684,12325.378906368,12226.410618895,12285.600071895,12285.600071895,191711610.526316,1,23339,13813,29630,9542,4251,3762,-2475,-3148,9255
2020-04-01,4,2020,A,503,685500,14055.990420476,14214.609561,13920.604724619,14071.476143952,14071.476143952,348308366.666667,0.25,23866,16474,36449,5335,6108,2176,5008,-11148,904
2020-04-01,4,2020,T,218,796800,14055.990420476,14214.609561,13920.604724619,14071.476143952,14071.476143952,348308366.666667,0.25,23866,16474,36449,5335,6108,2176,5008,-11148,904
2020-04-01,4,2020,D,388,1462100,14055.990420476,14214.609561,13920.604724619,14071.476143952,14071.476143952,348308366.666667,0.25,23866,16474,36449,5335,6108,2176,5008,-11148,904
2018-06-01,6,2018,A,120,704200,16253.457217333,16300.143043143,16206.371372714,16253.252371667,16253.252371667,211363814.285714,1.25,23993,16299,33295,7995,4360,3906,3769,-14440,18904
2018-06-01,6,2018,T,19,859800,16253.457217333,16300.143043143,16206.371372714,16253.252371667,16253.252371667,211363814.285714,1.25,23993,16299,33295,7995,4360,3906,3769,-14440,18904
2018-06-01,6,2018,D,766,1598200,16253.457217333,16300.143043143,16206.371372714,16253.252371667,16253.252371667,211363814.285714,1.25,23993,16299,33295,7995,4360,3906,3769,-14440,18904
2013-05-01,5,2013,A,1136,365600,12571.986416864,12637.727228364,12529.109019864,12585.104536545,12585.104536545,26349127.2727273,1,23969,13976,29822,9560,4087,3884,-2513,-3455,5490
2013-05-01,5,2013,T,534,454900,12571.986416864,12637.727228364,12529.109019864,12585.104536545,12585.104536545,26349127.2727273,1,23969,13976,29822,9560,4087,3884,-2513,-3455,5490
2013-05-01,5,2013,D,1212,917200,12571.986416864,12637.727228364,12529.109019864,12585.104536545,12585.104536545,26349127.2727273,1,23969,13976,29822,9560,4087,3884,-2513,-3455,5490
2006-03-01,3,2006,A,1779,305002,11952.391346739,12021.113026478,11914.699983043,11971.743376261,11971.743376261,172064708.695652,3.75,21892,13396,38296,9215,4517,3562,3140,-5620,4152
2006-03-01,3,2006,T,730,375919,11952.391346739,12021.113026478,11914.699983043,11971.743376261,11971.743376261,172064708.695652,3.75,21892,13396,38296,9215,4517,3562,3140,-5620,4152
2006-03-01,3,2006,D,1524,610382,11952.391346739,12021.113026478,11914.699983043,11971.743376261,11971.743376261,172064708.695652,3.75,21892,13396,38296,9215,4517,3562,3140,-5620,4152
2009-12-01,12,2009,A,1154,382573,11580.833286667,11639.585611857,11510.914388095,11580.104724619,11580.104724619,158214595.238095,0.25,23688,13492,35977,8334,3773,4312,4611,-1955,14705
2009-12-01,12,2009,T,459,478093,11580.833286667,11639.585611857,11510.914388095,11580.104724619,11580.104724619,158214595.238095,0.25,23688,13492,35977,8334,3773,4312,4611,-1955,14705
2009-12-01,12,2009,D,902,766816,11580.833286667,11639.585611857,11510.914388095,11580.104724619,11580.104724619,158214595.238095,0.25,23688,13492,35977,8334,3773,4312,4611,-1955,14705
2008-08-01,8,2008,A,740,374366,13344.60996095,13453.315039,13244.90000005,13364.13007805,13364.13007805,203548235,3,23039,13810,36617,9449,3945,4504,3826,-5610,9593
2008-08-01,8,2008,T,293,463433,13344.60996095,13453.315039,13244.90000005,13364.13007805,13364.13007805,203548235,3,23039,13810,36617,9449,3945,4504,3826,-5610,9593
2008-08-01,8,2008,D,535,737985,13344.60996095,13453.315039,13244.90000005,13364.13007805,13364.13007805,203548235,3,23039,13810,36617,9449,3945,4504,3826,-5610,9593
2016-08-01,8,2016,A,1343,514300,14681.595525636,14725.340953409,14633.213734045,14680.818181773,14680.818181773,173085681.818182,0.5,24077,15161,34750,9574,4942,3788,9095,-9928,-5230
2016-08-01,8,2016,T,431,677600,14681.595525636,14725.340953409,14633.213734045,14680.818181773,14680.818181773,173085681.818182,0.5,24077,15161,34750,9574,4942,3788,9095,-9928,-5230
2016-08-01,8,2016,D,715,1577300,14681.595525636,14725.340953409,14633.213734045,14680.818181773,14680.818181773,173085681.818182,0.5,24077,15161,34750,9574,4942,3788,9095,-9928,-5230
2007-07-01,7,2007,A,1674,364510,14205.314360143,14278.223772333,14114.295200905,14196.766694571,14196.766694571,213051395.238095,4.5,22530,13455,32245,9838,4252,4302,3955,-5934,6098
2007-07-01,7,2007,T,716,448383,14205.314360143,14278.223772333,14114.295200905,14196.766694571,14196.766694571,213051395.238095,4.5,22530,13455,32245,9838,4252,4302,3955,-5934,6098
2007-07-01,7,2007,D,1483,714810,14205.314360143,14278.223772333,14114.295200905,14196.766694571,14196.766694571,213051395.238095,4.5,22530,13455,32245,9838,4252,4302,3955,-5934,6098
